Text_ID	Sentence_Number	text
283	283	the people need a champion to follow to open the wall in battle and give them an opening
284	284	whenever she and clark had tried to talk just between the two of them the subject had wandered
285	285	colin and julie walked across a parade ground past a lot of men walking around in uniform carrying guns
286	286	damian is not normally a man of action so now stirred into action he looks like he means business
287	287	derek reached for the statement and placed it in a more prominent position the better to remember it later
288	288	dick sat down at the table and took the cup of tea that karen placed in front of him
289	289	henry came out of his office and found neil standing against the wall with his hands in his pockets
290	290	he could tell by the look of him and his actions that robert had been hitting the drink again
291	291	he owned the garage in town and was trusted to do maintenance on all the cars in the village
292	292	rachel for no reason at all dropped the fish slice on the floor and ran from the room crying
293	293	i am a man of the dead and i have felt the anguish of those passing through my hands
294	294	martin decided to step in when they asked everyone but nigel along for a pint after work on friday
295	295	matt thought the best way to have a talk with patrick would be to take him for a pint
296	296	we could not keep them in the country they had farms to return to services drawing to an end
297	297	as soon as i got off the phone with the pet store man i rang gerry and told him everything
298	298	graham took a long drink from his beer as if to signal that that was an end to the matter
299	299	harvey longed for a son to carry on the family name and talked of little else in his letters home
300	300	he slumped down on the chair by the fire in a heap like his whole body had suddenly got heavy
301	301	he stood up as straight as he could with his hands behind his back and tried not to look scared
302	302	he wrenched one arm from the man's grasp and used it to pull the man's ankles out from beneath him
303	303	his lips were blue and though just conscious he was in no shape to walk talk or even breathe well
304	304	i considered it to be the minimum information i could give out in order to bring the situation under control
305	305	the next night after tea and locked in the cell for the night paul decided to write to his mum
306	306	the water of the river seems to battle against the army dragging at their legs trying to pull them under
307	307	they had been allowing their voices to rise and as the debate continued the rest of the crowd caught on
308	308	they stop in the nearest village to water the horses but the men must do without if they mind sharing
309	309	to one side out of sight of the priests on the steps of their temple was a circle of stones
310	310	we have been given this voice in a language that is not our own with which to tell our story
311	311	he carries an axe as long as your arm and he can split a man from head to toe with it
312	312	he ought to have seen the patrol coming should have spotted their track noticed the way the forest was on edge
313	313	sophie came back in and began to make morgan his breakfast while he sat drinking his coffee and reading the paper
314	314	my nose was and continues to be broken also my ribs and legs were bruised after the collision with the wheelchair
315	315	putting himself between fred and his dad could only do more harm than good at least that's what neil told him
316	316	they have never come this way before and so the hour of their arrival is strange if they wish to trade
317	317	by the time he got home he was feeling a little light headed and felt like he could take on the world
318	318	he made a funny noise and shook his head and raised his hands to indicate that he was useless at describing people
319	319	once he'd chopped just about half he stuck the axe into the chopping block and made his way inside to have breakfast
320	320	unlike the television in the kitchen or the chairs in the lounge or much in the flat the stereo was not dusty
321	321	kate propped herself up on her elbows her wine glass standing in the tall grass besides her and announced that we should talk
322	322	he stood over the small sofa at the other end of his office and watched the small figure curl up under his jacket
323	323	in the distance the walls appeared as the outline of a great dragon curled and sleeping back to the wind and wings folded
324	324	peter went to bed giving himself his word that while hugh wasn't around he'd look out for george as much as he could
325	325	there was a pause then the distant rattle of stone on stone followed closely by its echo from the high mountain walls behind
326	326	ever devoted to his wife he was at her side in the delivery room when she gave birth to a baby girl in 1978
327	327	sue shook her head as she watched nicholas give up on fighting to stay awake and fall asleep on the chair by the fire
328	328	if you had asked him seconds after visiting the bar what colour the girl's hair was he would have probably turned around to look
329	329	phil ran up to the water tank his mum would kill nigel if she knew he'd sent him up the hill without a jacket
330	330	the following day it was made clear to laura if not in so many words that she really needed to be moving out soon
331	331	the very streets seemed to know the gossip it passed from head to head not by mouth but seemingly by sheer power of will
332	332	mary had absolutely no idea what the woman was talking about but there were few things that annoyed her more than adults reading children's books
333	333	sarah is not in a wheelchair she is not big and strong top half or bottom and she does not speak with an american accent
334	334	he could see a paying job just about to slip out of his fingers and he knew he had to act fast to save it
335	335	if he does decide to do anything he'll fill their bones with fire put ashes in their lights and blow them past the last river
336	336	if you were coming from the high street you had to walk past three or four perfectly good pubs to get to the three cups
337	337	just as margaret was setting out tea patrick came in still in his work clothes and washed his hands in the water in the basin
338	338	richard sat down on the chair in front of the stove and tucked into his tea with the warmth of the stove on his back
339	339	there was no television in the lounge there was a small one in the kitchen but in the lounge all seats faced the record player
340	340	there was not an enemy within a hundred miles and they were trading a path their kind had not taken for many many a year
341	341	susan would be a cat person she wanted a pet that could look after itself and if it loved her would love her as an equal
342	342	despite all the publicity he was getting there was still one thing robert knew he had to do before he could clear his conscience for good
343	343	he went to get on his boots and ian stuck out his foot and roger fell over it and landed on the floor with a thud
344	344	jenny went to the sitting room while ross finished off his tea and washed up his dishes then went for a bath and straight to bed
345	345	sam slid down the wall and sat with his knees against his chest and folded his arms across them and put his head down on them
346	346	now that he was master had his own affairs and his own men to command he was less inclined to be ordered about by his wife
347	347	for now we must go on with our lives and act as normal which right now means drinking beer and talking rubbish like we used to do
348	348	from here she could not see the gate but she knew that it would stand wide and gaping welcoming the night in and all that it held
349	349	he still felt a little drunk but not as bad as he was earlier but that didn't stop him falling in the door and waking everyone up
350	350	i can't imagine what else you would have been talking to him about except a certain matter that i believe you said you would not talk about
351	351	she also says to tell you that you will not be able to rely on the land not once you are under the shadow of the walls
352	352	slowly very slowly he placed the tips of his fingers on the ground and felt the power flowing through the earth to the stones touch his ability
353	353	the door was slammed shut behind him and scott slid down the wall right to the floor not even noticing the two other men in the cell
354	354	caroline picked up the empty dishes from the table and piled them on the side of the sink and began to clean up the crumbs on the table
355	355	in the morning it felt good to get up and not have to wait for an inspection or get told when to go to the bathroom or have breakfast
356	356	when she had gone to make a cup of tea she had noticed a small hair stuck to the moist lip of the kettle and without thinking had gone to remove it
357	357	simon lay staring at the ceiling again with his arms behind his head and thinking about his mum he hoped she wasn't worrying too much and hoped they'd get to visit him soon
358	358	paula tried to relax back into the pillow to drift off a little to enjoy listening to the world but the morning was shot it was ruined and there was no getting it back
359	359	he kept his stock books neat and checked them every day and steve knew he urged his son kenneth to be nothing less than respectable and made sure he was polite with their customers
360	360	tom walked into the visiting room glad that his mum was making it back to see him so quickly or at least when they told him he had a visitor he assumed it was his mum
361	361	she seemed to show some interest in tony fixing the truck and asked a lot of questions and even liked it when he let her fix some things and she didn't seem to mind getting covered in oil
