Text_ID,Sentence_Number,text
2,2,"L’uso di droghe al fine di migliore la prestazione agonistica è generalmente considerato non etico ed è quindi proibito dalla maggior parte delle organizzazioni sportive internazionali, inclusa la Commissione Olimpica Internazionale"
2,3,"Inoltre, gli atleti che mettono in atto misure esplicite per evitare di essere scoperti aggravano la violazione etica con l’inganno e la menzogna"
2,4,"Nonostante la sua recente diffusione tra i mezzi di informazione, il doping non è un fenomeno nuovo: infatti, è tanto vecchio quanto lo sport stesso"
2,5,"Dall’uso di sostanze nelle antiche corse di bighe fino alle più recenti controversie su baseball e ciclismo, le opinioni popolari tra gli atleti sono variate sostanzialmente nel corso degli anni"
2,6,"Nelle decadi più recenti, le autorità e le organizzazioni sportive hanno provato a regolare in modo severo l’uso di sostanze nello sport"
2,7,"Le ragioni primarie per questa proibizione sono i rischi medici relati a sostanze dopanti, la garanzia di pari opportunità per gli atleti, e l’esempio positivo portato al pubblico da uno mondo sportivo privo di droghe"
2,8,Le autorità anti- doping hanno ripetutamente enfatizzato come l’uso di sostanze dopanti sia contro lo “spirito sportivo”
3,0,"Il tilacino, noto anche come tigre della Tasmania, lupo della Tasmania o lupo marsupiale, era un marsupiale carnivoro vissuto in Australia, Tasmania e Nuova Guinea, estintosi durante la prima metà del ventesimo secolo"
3,1,"Pur somigliando in maniera notevole a un cane, specialmente per la conformazione del cranio, l'ultimo antenato comune fra canidi e tilacinidi risale a più di cento milioni di anni fa, risultando uno dei casi più emblematici di convergenza evolutiva"
3,2,"Il tilacino rappresentava il marsupiale carnivoro di maggiori dimensioni ed è per lungo tempo stato il predatore oceaniano di maggiori dimensioni in assoluto, spodestato solo dall’arrivo in Australia del dingo"
3,3,"Il tilacino era infatti un superpredatore, cioè all'apice della catena alimentare"
3,4,"Probabilmente scomparso in Australia continentale già prima dell'arrivo dei coloni europei, il tilacino sopravvisse in Tasmania dove, come il lupo in Europa, venne considerato un animale nocivo per gli allevamenti di bestiame e cacciato dai coloni che ne causarono l’estinzione"
3,5,"Ancor oggi, però, si riportano numerosi presunti avvistamenti della specie e gli scienziati continuano a sperare che degli esemplari siano sopravvissuti in natura"
4,0,"La giornata mondiale dell'ambiente, promossa dall'assemblea generale delle Nazioni Unite, si festeggia ogni anno il cinque giugno"
4,1,"Tale data ricorda il primo grande vertice internazionale per parlare di ambiente a livello globale: la conferenza di Stoccolma sull’ambiente umano, da cui nacque il programma delle Nazioni Unite per l’ ambiente"
4,2,L’obiettivo della giornata è di diffondere la consapevolezza circa l’importanza dell’ambiente e promuovere una serie di buone pratiche in grado di generare un impatto positivo sul pianeta
4,3,"La giornata mondiale dell'ambiente pone le questioni ambientali in una prospettiva umana, offrendo alle persone di essere protagoniste e soggetti attivi dello sviluppo sostenibile, e stimolando la creazione di partenariati a favore dell'ambiente"
4,4,"La difesa dell'ambiente non è infatti vista solo come una risposta alla crisi climatica, ma è anche considerata un’importante opportunità per la creazione di lavoro e nuove economie"
5,0,Il monocolo (a volte chiamato anche caramella) è un tipo di lente utilizzata per correggere o migliorare la vista di un solo occhio
5,1,"È costituito da una lente circolare, generalmente con una sottile montatura intorno alla circonferenza, tipicamente collegata ad un cordino"
5,2,"L'altra estremità di quest’ultimo è poi collegata all'abbigliamento di chi indossa il monocolo, per evitare di perderlo"
5,3,Il monocolo si indossa incastrandolo nell'orbita dell'occhio
5,4,"Già all’inizio del settecento il monocolo veniva utilizzato per esaminare attentamente incisioni e gemme, ma non diventerà un accessorio di moda sino al diciannovesimo secolo"
5,5,Sarà infatti introdotto nella moda maschile con l'arrivo del dandysmo
5,6,"Il suo utilizzo spesso indicava lo stato sociale del suo indossatore, o semplicemente era una forma di eleganza e per tale motivo divenne spesso principale oggetto di caricatura"
5,7,"Fu parzialmente adottato all'inizio del novecento anche dalle donne, ma con il tempo il suo utilizzo è stato quasi completamente abbandonato"
6,0,La degustazione del vino è l'esame e la valutazione del vino attraverso i sensi
6,1,"Anche se la pratica della degustazione del vino è antica quanto la sua produzione, una metodologia più formale è andata lentamente affermandosi a partire dal tardo Medioevo"
6,2,"Oggi, gli assaggiatori di vino professionali utilizzano una terminologia specializzata, in continua evoluzione, che serve a descrivere la gamma di sapori, aromi e caratteristiche generali percepita in un vino"
6,3,"Negli ultimi anni sono stati riportati risultati scientifici che mettono in dubbio l'affidabilità dei degustatori di vino, sia esperti che consumatori"
6,4,"Ad esempio, studi hanno dimostrato che le persone si aspettano che vini più costosi abbiano caratteristiche più desiderabili rispetto a vini meno costosi: quando agli assaggiatori vengono proposti vini indicati come costosi, questi vengono praticamente sempre considerati come aventi un miglior sapore rispetto agli stessi vini presentati come economici"
6,5,"Altri studi dimostrano che il giudizio degli assaggiatori può essere influenzato dalla conoscenza dei dettagli di un vino, come la sua origine geografica o reputazione"
6,6,"Una degustazione oggettiva richiede quindi che il vino da giudicare sia servito “alla cieca”, cioè senza che l'assaggiatore abbia visto l'etichetta o la forma della bottiglia"
6,7,"La degustazione alla cieca può anche comportare il servire il vino da un bicchiere nero, al fine di mascherarne il colore"
7,0,"Il succo d'arancia, conosciuto anche come ""spremuta"", è un succo di frutta che si ottiene dalla spremitura della polpa di arancia"
7,1,È una bevanda in uso in tutto il mondo e in alcuni paesi viene spesso usata per la colazione
7,2,"Da un'arancia si ottengono in media novanta grammi di succo e, quando viene spremuta fresca, il succo presenta un sapore pizzicante e, secondo alcuni, acidulo"
7,3,"Solitamente il succo da esportare viene prima concentrato, poi congelato o liofilizzato, ed infine ricostituito con acqua nel luogo di destinazione"
7,4,"Quando al succo d'arancia concentrato viene ripristinata l'acqua, si dice che viene ""ricostituito""; la maggior parte del succo d'arancia commercializzato e consumato nel mondo è succo ricostituito"
7,5,"Il succo grezzo non concentrato, trasportato in forma liquida, viene denominato e commercializzato dai vari produttori come ""succo diretto"""
7,6,"C'è una grande differenza tra il volume del succo concentrato e il volume del succo grezzo, e questo causa una rilevante differenza in termini di prezzo di acquisto"
8,0,"L'apicultura consiste nell'allevamento di api allo scopo di sfruttare i prodotti dell'alveare, dove per tale si intenda un'arnia popolata da una famiglia di api"
8,1,Le arnie moderne sono strutture modulari composte da favi mobili dove l'apicoltore ricovera le api
8,2,"Le arnie più primitive non avevano favi mobili ed erano dette bugno o ""bugno villico"""
8,3,"Il mestiere dell'apicoltore consiste sostanzialmente nel procurare alle api ricovero e cure, e vegliare sul loro sviluppo; in cambio egli raccoglie una quota discreta del loro prodotto, consistente in miele, polline, cera d'api, pappa reale, propoli e veleno"
8,4,"Praticata in tutti i continenti, questa attività varia a seconda delle varietà delle api, del clima e del livello di sviluppo economico dell'agricoltore, e in essa pratiche ancestrali come l'affumicamento si mischiano a metodi moderni come l'inseminazione artificiale delle regine"
8,5,"L’apicultura è una branca della zootecnica, seppure intesa in accezione ampia, e viene insegnata nan come tale a livello accademico nei corsi di medicina veterinaria, e nell'ambito delle scienze biologiche e naturali"
9,0,La bandiera nazionale è una bandiera che rappresenta una nazione
9,1,"Sia palazzi pubblici che palazzi privati, come scuole o tribunali, spesso espongono questa bandiera, ma in alcune nazioni la bandiera nazionale viene posta solo su palazzi non militari durante giorni prestabiliti"
9,2,"Esistono tre tipi differenti di bandiere nazionali per l'uso a terra e tre per l'uso in mare, anche se molte nazioni utilizzano le stesse per diverse versioni"
9,3,"In terra, avviene una distinzione fra bandiera civile, bandiera di Stato, e bandiera di guerra"
9,4,"La bandiera di Stato è quella ufficialmente utilizzata dalle agenzie governative, mentre la bandiera civile può essere esposta da chiunque"
9,5,La bandiera di guerra è quella utilizzata dall'esercito
9,6,È sicuramente la stella il simbolo più presente sulle bandiere nazionali: è presente in circa un terzo dei vessilli dei paesi riconosciuti dalle Nazioni Unite
9,7,"Questo simbolo sottintende però significati diversi a seconda delle bandiere: ad esempio, sulla bandiera statunitense le stelle rappresentano ciascuno degli stati americani, quelle sulla bandiera cinese simboleggiano invece le quattro classi sociali e, la più grande, il partito comunista cinese"
10,0,L'Unione Internazionale per la Conservazione della Natura è un'organizzazione internazionale che opera nel campo della conservazione della natura e dell'uso sostenibile delle risorse naturali
10,1,"È coinvolta in raccolta e analisi di dati, ricerca, progetti sul campo, patrocinio ed istruzione"
10,2,"La sua missione è ""influenzare, incoraggiare e fornire assistenza alle società di tutto il mondo nel preservare la natura e garantire che qualsiasi uso di risorse naturali sia equo ed ecologicamente sostenibile"""
10,3,"Negli ultimi decenni, l'organizzazione ha posto la propria attenzione al di là dell'ecologia della conservazione e ora incorpora, nei suoi progetti, questioni relative allo sviluppo sostenibile"
10,4,"A differenza di molte altre organizzazioni ambientaliste internazionali, non mira a mobilitare il pubblico a sostegno della conservazione della natura"
10,5,"Al contrario, l'organizzazione cerca di influenzare le azioni di governi, imprese e altre parti interessate fornendo informazioni e consulenza e costruendo partenariati"
10,6,"L'organizzazione è nota al grande pubblico per la compilazione e la pubblicazione della ""Lista rossa delle specie minacciate"", che valuta lo stato di conservazione di specie da tutto il mondo"
10,7,"Oggi, l'organizzazione impiega circa mille dipendenti a tempo pieno in oltre cinquanta paesi"
11,0,Una targa di immatricolazione del veicolo è una targa di metallo o di plastica fissata a un veicolo a fini di identificazione ufficiale
11,1,"Tutti i paesi richiedono targhe di immatricolazione per veicoli stradali come automobili, camion e motocicli"
11,2,"La necessità di targa per altri veicoli, come biciclette, barche o trattori, varia in base alla giurisdizione"
11,3,L'identificativo di registrazione è una serie di lettere e cifre che identifica in modo univoco il proprietario del veicolo all'interno del registro dei veicoli della regione emittente
11,4,"In alcuni paesi, l'identificativo è univoco per l’intera nazione, mentre in altri è univoco all’interno di uno stato o una provincia"
11,5,La Francia fu il primo paese ad introdurre la targa di immatricolazione alla fine del diciannovesimo secolo
11,6,"Le targhe dei primi del novecento variavano per dimensioni e forma da una giurisdizione all'altra, in modo tale che quando una persona si trasferiva, era necessario praticare nuovi fori nell'automobile al fine di sostenere la nuova targa"
11,7,"La standardizzazione delle targhe avvenne solo alla fine degli anni cinquanta, quando i produttori di automobili raggiunsero un accordo con governi e organizzazioni internazionali"
