Text_ID,Sentence_Number,text
5,2,The other end of the string is then connected to the wearer's clothing to avoid losing the monocle
5,3,"During the late nineteenth century, the monocle was generally associated with wealthy, upper- class men"
5,4,"Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist"
5,5,Monocles were also accessories of military officers from this period
5,6,"Despite their prevalence in the late nineteenth century, monocles are rarely worn today"
5,7,"This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses and contact lenses can be prescribed with different strengths in each eye"
6,0,Wine tasting is the sensory examination and evaluation of wine
6,1,"While the practice of wine tasting is as ancient as its production, a more formalized methodology has slowly become established from the late middle ages onwards"
6,2,"Modern, professional wine tasters use a constantly evolving specialized terminology which is used to describe the range of perceived flavors, aromas and general characteristics of a wine"
6,3,"In recent years, results challenging the reliability of wine tasting in both experts and consumers have surfaced"
6,4,"For example, studies showed that people expect more expensive wine to have more desirable characteristics than less expensive wine: When tasters are given wine that they are falsely told is expensive they virtually always report it as tasting better than the very same wine when they are told that it is inexpensive"
6,5,"Other studies show that tasters' judgment can be prejudiced by knowing details of a wine, such as geographic origin, reputation, or other considerations"
6,6,"Objective wine tasting therefore requires the wine to be served blind – that is, without the taster having seen the label or bottle shape"
6,7,Blind tasting may also involve serving the wine from a black wine glass to mask the color of the wine
7,0,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing oranges"
7,1,Commercial orange juice with a long shelf life is made by pasteurizing the juice and removing the oxygen from it
7,2,"This removes much of the taste, necessitating the later addition of a flavor pack, generally made from orange products"
7,3,"Additionally, some juice is further processed by drying and later rehydrating the juice, or by concentrating the juice and later adding water to the concentrate"
7,4,"The health value of orange juice is debatable: it has a high concentration of vitamin C, but also a very high concentration of simple sugars, comparable to soft drinks"
7,5,"As a result, some government nutritional advice has been adjusted to encourage substitution of orange juice with raw fruit, which is digested more slowly, and limit daily consumption"
8,0,"Beekeeping is the maintenance of bee colonies by humans, typically with the use of man- made hives"
8,1,The species most commonly used in bee colonies are honey bees
8,2,"A beekeeper maintains these colonies in order to collect the honey and other products that the hive produces (such as beeswax), but also to pollinate crops, or to produce bees for sale to other beekeepers"
8,3,The domestication of bees is depicted in Egyptian art from over four thousand years ago
8,4,"Back then, simple hives and smoke were used for beekeeping, and honey was stored in jars – some of which were found in the tombs of pharaohs"
8,5,"This process was largely unchanged until the eighteenth century, when an improved understanding of the biology of bees led to the invention of the moveable comb hive in Europe, allowing honey to be harvested without destroying the entire colony"
8,6,"Today, some beekeepers believe that the more stings a beekeeper receives, the less irritation each one causes, and it is considered important for the safety of the beekeeper to be stung a few times a season"
8,7,"Indeed, recent studies found that beekeepers have high levels of antibodies that react to the major antigen of bee venom"
9,0,A national flag is a flag which represents and symbolizes a country
9,1,"The national flag is usually flown by the government of a country, but it can also be flown by its citizens"
9,2,A national flag is designed with specific meanings for its colours and symbols
9,3,"Historically, flags originated as military standards, which were used as signs on the battlefield"
9,4,The practice of flying national flags outside of the context of warfare only became common in the early seventeenth century
9,5,A country's constitution will often describe the national flag
9,6,"All national flags are rectangular, except for the flag of Nepal, which uses a unique triangular shape"
9,7,"The ratios of height to width vary among standard rectangular flags, but none is taller than it is wide"
9,8,The flags of Switzerland and the Vatican City are the only national flags which are exact squares
9,9,"The most popular colours used for national flags are red, white, green, and blue"
9,10,"Although the national flag is meant to be a unique symbol for the country it represents, many flags have very similar colours and designs"
10,0,The International Union for Conservation of Nature is an international organization working in the field of nature conservation and the sustainable use of natural resources
10,1,"It is involved in data gathering and analysis, research, field projects, advocacy, and education"
10,2,"Its mission is to ""influence, encourage and assist societies throughout the world to conserve nature and to ensure that any use of natural resources is equitable and ecologically sustainable"""
10,3,"Over the past decades, the organization has widened its focus beyond conservation ecology and now incorporates issues related to sustainable development in its projects"
10,4,"Unlike many other international environmental organizations, it does not aim to mobilize the public in support of nature conservation"
10,5,"Instead, the organization tries to influence the actions of governments, business and other stakeholders by providing information and advice, and through building partnerships"
10,6,"The organization is best known to the wider public for compiling and publishing the ""Red List of Threatened Species"", which assesses the conservation status of species worldwide"
10,7,"Today, the organization employs approximately one thousand full- time staff in more than fifty countries"
11,0,A vehicle registration plate is a metal or plastic plate attached to a vehicle for official identification purposes
11,1,"All countries require registration plates for road vehicles such as cars, trucks, and motorcycles"
11,2,"Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction"
11,3,The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register
11,4,"In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province"
11,5,"France was the first country to introduce the registration plate, in the late nineteenth century"
11,6,"Early twentieth century plates varied in size and shape from one jurisdiction to the next, such that if a person moved, new holes would need to be drilled into the automobile to support the new plate"
11,7,"Standardization of plates came in the late fifties, when automobile manufacturers came to an agreement with governments and international organizations"
