Text_ID,Sentence_Number,text
10,0,La Unión Internacional para la Conservación de la Naturaleza es una organización internacional que trabaja en el campo de la conservación de la naturaleza y el uso sustentable de los recursos naturales
10,1,"Está involucrada en la recolección y análisis de datos, investigación, proyectos de trabajo de campo, defensa y educación"
10,2,"Su misión es “influenciar, alentar y ayudar a las sociedades alrededor del mundo para conservar la naturaleza y asegurar que el uso de recursos naturales sea equitativo y ecológicamente sustentable” A lo largo de las últimas décadas, la organización ha ampliado su foco más allá de la ecología de la conservación y ahora ha incorporado problemas relacionados con el desarrollo sustentable en sus proyectos"
10,3,"A diferencia de otras organizaciones medioambientales internacionales, no apunta a movilizar al público en apoyo a la conservación de la naturaleza"
10,4,"En vez de eso, la organización trata de influenciar las acciones de los gobiernos, las empresas y otros agentes a partir de la información y el asesoramiento, y a través de la construcción de sociedades entre las distintas partes"
10,5,"La organización es más conocida para el público en general por compilar y publicar la “Lista Roja de Especies en Peligro”, que analiza el estado de conservación de las especies alrededor del mundo"
10,6,"Hoy en día, la organización cuenta aproximadamente con mil empleados de tiempo completo en más de cincuenta países"
11,0,La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial
11,1,"Todos los países requieren patentes para vehículos como autos, camiones y motocicletas"
11,2,"Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción"
11,3,El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo
11,4,"En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia"
11,5,"Francia fue el primer país en introducir la patente, a fines del siglo diecinueve"
11,6,"Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente"
11,7,"La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales"
